"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.AROM_Rep1"	"Intensity.AROM_Rep2"	"Intensity.AROM_Rep3"	"Mean_arom"	"Median_arom"	"logFC"	"Pvalue_limma"
1000.4825	"Q9JL35"	"High mobility group nucleosome-binding domain-containing protein 5"	"Hmgn5"	6557000	0	1931800	2829600	1931800	0.594270280061182	0.59775017946446
1082.572	"E9Q5C9"	""	"Nolc1"	1990500	418560	1132900	1180653.33333333	1132900	1.13520528783191	0.302584833906672
1404.5866	"Q9CRA5"	"Golgi phosphoprotein 3"	"Golph3"	0	1319500	3302700	1540733.33333333	1319500	1.00067689527472	0.339015638843798
1540.731	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	14775000	4054800	12539000	10456266.6666667	12539000	0.500637787587316	0.633919873047376
1674.877	"P47955"	"60S acidic ribosomal protein P1"	"Rplp1"	242340000	71443000	149520000	154434333.333333	149520000	0.797845211298125	0.452023508107065
2280.0885	"O08599"	"Syntaxin-binding protein 1"	"Stxbp1"	0	3285200	4299300	2528166.66666667	3285200	0.223715975162941	0.829772364759732
835.41882	"P45377"	"Aldose reductase-related protein 2;Aldose reductase-related protein 1"	"Akr1b8;Akr1b7"	37707000	27468000	34295000	33156666.6666667	34295000	0.910912233840709	0.37591908084958
1021.4869	"P56959"	"RNA-binding protein FUS"	"Fus"	55407000	27844000	77200000	53483666.6666667	55407000	0.978675108199376	0.34298915650603
1456.7409	"Q8BP40"	"Lysophosphatidic acid phosphatase type 6"	"Acp6"	0	3162000	6276100	3146033.33333333	3162000	0.702777014516026	0.508858157010236
1685.9604	"Q9CR58"	"Kidney mitochondrial carrier protein 1;Brain mitochondrial carrier protein 1"	"Slc25a30;Slc25a14"	1466900	831620	0	766173.333333333	831620	0.471434150322311	0.6438311698401
750.3912	"Q9D7P6"	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	"Iscu"	2095700	1982700	2646100	2241500	2095700	0.427763673541954	0.674990827317533
2928.4427	"Q62188"	"Dihydropyrimidinase-related protein 3"	"Dpysl3"	12714000	11702000	8685900	11033966.6666667	11702000	0.63209546806043	0.545170239616654
1669.8635	"Q9QXS1"	"Plectin"	"Plec"	7640000	4886600	2811900	5112833.33333333	4886600	0.593505700864057	0.56669985804473
2455.1074	"Q91Z53"	"Glyoxylate reductase/hydroxypyruvate reductase"	"Grhpr"	18935000	8453500	9359700	12249400	9359700	0.785914750664441	0.45086851117775
1662.768	"Q9DB05"	"Alpha-soluble NSF attachment protein"	"Napa"	0	2995700	4722200	2572633.33333333	2995700	0.553920508598481	0.602871787416812
1391.7521	"Q9Z0H4"	"CUGBP Elav-like family member 2"	"Celf2"	0	1249400	3395600	1548333.33333333	1249400	1.85159502130045	0.0777915220532643
1409.7085	"P28659"	"CUGBP Elav-like family member 1"	"Celf1"	7644900	5137400	8614500	7132266.66666667	7644900	0.966565264153703	0.351438070153578
3586.6802	"P14901"	"Heme oxygenase 1"	"Hmox1"	0	6698000	13182000	6626666.66666667	6698000	2.00081967089628	0.0719069912121203
1942.967	"Q6P4T2"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"Snrnp200"	5011100	1901000	2398400	3103500	2398400	0.466199111542142	0.65521595277084
1391.7184	"Q9CYH2"	"Redox-regulatory protein FAM213A"	"Fam213a"	82293000	45909000	44571000	57591000	45909000	2.7820561557509	0.0130644972462151
1625.8988	"Q3TW96"	"UDP-N-acetylhexosamine pyrophosphorylase-like protein 1"	"Uap1l1"	39763000	11805000	18780000	23449333.3333333	18780000	2.82405984411723	0.00934661840301432
1340.8279	"E9PVA8"	""	"Gcn1l1"	23291000	2849200	4159600	10099933.3333333	4159600	0.739075467629478	0.505483135430515
971.56515	"P62852"	"40S ribosomal protein S25"	"Rps25"	52675000	21408000	60424000	44835666.6666667	52675000	1.31296899031149	0.217335958059468
936.5505	"Q99JY0"	"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase"	"Hadhb"	3372100	503280	6377900	3417760	3372100	1.14201791849116	0.301549948629598
850.45487	"P61202"	"COP9 signalosome complex subunit 2"	"Cops2"	7854600	4815100	7183100	6617600	7183100	0.277612174516093	0.788083558729131
1710.9669	"Q8K2Q0"	"COMM domain-containing protein 9"	"Commd9"	0	6072700	12590000	6220900	6072700	1.43088076602702	0.181060435434592
1791.9917	"Q9EQF6"	"Dihydropyrimidinase-related protein 5"	"Dpysl5"	6542200	5981300	2663100	5062200	5981300	0.281494877367588	0.787522241298694
1715.8413	"P19096"	"Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase"	"Fasn"	19111000	7429000	9065600	11868533.3333333	9065600	0.840668582121957	0.425083816755508
1981.9091	"Q8BWT1"	"3-ketoacyl-CoA thiolase, mitochondrial"	"Acaa2"	99931000	56284000	36009000	64074666.6666667	56284000	1.35850606131084	0.196201429709366
1071.5924	"P49722"	"Proteasome subunit alpha type-2"	"Psma2"	18302000	16058000	20160000	18173333.3333333	18302000	0.525343196125918	0.608556659243603
1669.8788	"Q9D0M3"	"Cytochrome c1, heme protein, mitochondrial"	"Cyc1"	3895300	3105600	4817700	3939533.33333333	3895300	1.79832825857841	0.0857421177481559
1494.6925	"Q80UJ7"	"Rab3 GTPase-activating protein catalytic subunit"	"Rab3gap1"	2106500	1629800	2817300	2184533.33333333	2106500	0.847175209918061	0.412863657072447
1682.8152	"Q9JKR6"	"Hypoxia up-regulated protein 1"	"Hyou1"	62300000	21143000	53760000	45734333.3333333	53760000	0.108622720529768	0.916535416248461
2453.2373	"O35969"	"Guanidinoacetate N-methyltransferase"	"Gamt"	4729700	2240400	1622700	2864266.66666667	2240400	0.110646628616477	0.915595319670234
1848.7432	"Q9CRB2"	"H/ACA ribonucleoprotein complex subunit 2"	"Nhp2"	3400200	1643000	1456700	2166633.33333333	1643000	1.27887917378976	0.222449832489459
1003.5702	"O89020"	"Afamin"	"Afm"	5932700	11625000	9706500	9088066.66666667	9706500	2.80185481213939	0.00836202375918044
1611.8542	"O89020"	"Afamin"	"Afm"	6446100	9808400	14933000	10395833.3333333	9808400	3.49807061288833	0.0015518530491511
1432.7059	"P47199"	"Quinone oxidoreductase"	"Cryz"	10980000	2180800	0	4386933.33333333	2180800	1.49437551544106	0.216315182234728
927.55016	"Q8BJY1"	"26S proteasome non-ATPase regulatory subunit 5"	"Psmd5"	2447900	0	2586900	1678266.66666667	2447900	2.03740083523824	0.0537334972118625
950.47091	"P05064"	"Fructose-bisphosphate aldolase A"	"Aldoa"	82613000	57924000	64767000	68434666.6666667	64767000	1.09599022505457	0.28828728713388
1997.9993	"Q921G7"	"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"	"Etfdh"	2598300	5381400	10810000	6263233.33333333	5381400	2.41142236620641	0.0250456519422306
1236.6615	"Q9D7B6"	"Isobutyryl-CoA dehydrogenase, mitochondrial"	"Acad8"	0	1526200	7274700	2933633.33333333	1526200	1.9912123374773	0.0634852639735868
2079.8981	"P53986"	"Monocarboxylate transporter 1"	"Slc16a1"	10126000	7438100	6148800	7904300	7438100	0.728860581832639	0.480343091274211
935.4196	"Q93092"	"Transaldolase"	"Taldo1"	5521700	11281000	4620300	7141000	5521700	1.46823371387574	0.156887854771423
1267.6231	"Q9D0I9"	"Arginine--tRNA ligase, cytoplasmic"	"Rars"	0	5517800	7398300	4305366.66666667	5517800	0.518751759220849	0.629745179997002
1233.5626	"O88384"	"Vesicle transport through interaction with t-SNAREs homolog 1B"	"Vti1b"	7897000	5668500	8347800	7304433.33333333	7897000	1.84715538288283	0.0760011456006891
2156.0121	"Q9QZQ8"	"Core histone macro-H2A.1"	"H2afy"	15183000	7696700	13051000	11976900	13051000	1.83299760424729	0.0876150889096825
977.42364	"Q9CQ60"	"6-phosphogluconolactonase"	"Pgls"	10284000	1846700	9279200	7136633.33333333	9279200	1.82510502392658	0.0986471193659544
819.39741	"Q64727"	"Vinculin"	"Vcl"	8628100	9270100	20415000	12771066.6666667	9270100	1.830029075132	0.0829390253554277
1818.9298	"P62259"	"14-3-3 protein epsilon"	"Ywhae"	80683000	3287600	6392400	30121000	6392400	1.03047648354585	0.393093789373957
1550.7325	"P97429"	"Annexin A4"	"Anxa4"	49508000	23393000	31931000	34944000	31931000	3.19917961289729	0.00378207564748113
1165.5979	"Q920B9"	"FACT complex subunit SPT16"	"Supt16h"	8004500	4611000	6289000	6301500	6289000	0.867567334883327	0.404374131502685
1589.7686	"Q99PU5"	"Long-chain-fatty-acid--CoA ligase ACSBG1"	"Acsbg1"	34722000	15938000	16128000	22262666.6666667	16128000	0.168302677538735	0.871699250531204
1156.5625	"Q9CXV1"	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"	"Sdhd"	4834500	1879300	2400700	3038166.66666667	2400700	0.248991460585729	0.809182434053243
1022.5145	"Q9Z2G6"	"Protein sel-1 homolog 1"	"Sel1l"	0	516580	1655900	724160	516580	0.467762674326118	0.651908255874154
1593.7999	"Q9CRB6"	"Tubulin polymerization-promoting protein family member 3"	"Tppp3"	8764100	7228500	11587000	9193200	8764100	3.01315752670813	0.00533700144687233
3455.7209	"P26039"	"Talin-1"	"Tln1"	0	7347200	5543500	4296900	5543500	2.28633995845378	0.0318593501974798
1298.6329	"P55264"	"Adenosine kinase"	"Adk"	14524000	9368200	4404800	9432333.33333333	9368200	0.427158916624142	0.679534065218694
1067.5651	"Q9JK23"	"Proteasome assembly chaperone 1"	"Psmg1"	3402100	1352600	3260300	2671666.66666667	3260300	0.36924841529631	0.723144616349623
2118.1361	"P67778"	"Prohibitin"	"Phb"	73596000	20860000	15535000	36663666.6666667	20860000	0.67187910934279	0.532627611911801
2056.912	"Q3ULD5"	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	"Mccc2"	6371700	5926700	4262600	5520333.33333333	5926700	0.951775693251238	0.357182536776403
1040.4597	"Q9QZ73"	"DCN1-like protein 1;DCN1-like protein 2"	"Dcun1d1;Dcun1d2"	3412500	1023900	3042200	2492866.66666667	3042200	0.761292987890659	0.472068597708618
1884.0357	"Q02053"	"Ubiquitin-like modifier-activating enzyme 1"	"Uba1"	33060000	27666000	48318000	36348000	33060000	1.11386956621523	0.281036760278697
971.52876	"Q60875"	"Rho guanine nucleotide exchange factor 2"	"Arhgef2"	0	1029100	905930	645010	905930	0.162746123643313	0.874530768895682
1903.9098	"Q99LC5"	"Electron transfer flavoprotein subunit alpha, mitochondrial"	"Etfa"	30168000	26457000	54785000	37136666.6666667	30168000	1.86592846284646	0.077335509276736
759.41267	"Q8R010"	"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2"	"Aimp2"	1423000	1734400	7176600	3444666.66666667	1734400	1.2720309483682	0.225975220240389
756.37662	"Q9D2G2"	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"	"Dlst"	19881000	2476400	0	7452466.66666667	2476400	0.406226847764402	0.72985955180832
1683.8978	"P63038"	"60 kDa heat shock protein, mitochondrial"	"Hspd1"	111050000	49336000	33086000	64490666.6666667	49336000	1.25688593900637	0.22628117679924
1327.6256	"Q91YR7"	"Pre-mRNA-processing factor 6"	"Prpf6"	0	3040700	9780100	4273600	3040700	0.917175506690261	0.398450991488571
1657.9039	"P70168"	"Importin subunit beta-1"	"Kpnb1"	68297000	19486000	32107000	39963333.3333333	32107000	0.624241921217281	0.555331861108635
1403.7197	"P01027"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	40188000	86469000	63097000	63251333.3333333	63097000	3.25956122214221	0.00283156711961247
1553.8049	"P27546"	"Microtubule-associated protein 4"	"Map4"	16492000	9710600	5821200	10674600	9710600	0.58246664332346	0.577099955399332
1621.8538	"Q9WVQ5"	"Methylthioribulose-1-phosphate dehydratase"	"Apip"	4442500	5985600	6032800	5486966.66666667	5985600	2.59560404646541	0.0194033615722897
1195.5543	"Q03173"	"Protein enabled homolog"	"Enah"	3875900	2959400	2935600	3256966.66666667	2959400	0.495621358219655	0.63156911701707
826.45487	"Q8VDN2"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"Atp1a1"	12169000	11208000	13908000	12428333.3333333	12169000	1.38501334734059	0.178536686691511
1803.9367	"P17182"	"Alpha-enolase;Gamma-enolase;Beta-enolase"	"Eno1;Eno2;Eno3"	147110000	85226000	64287000	98874333.3333333	85226000	1.22449665252687	0.240988444614018
753.43849	"P09405"	"Nucleolin"	"Ncl"	8676500	3322600	4742600	5580566.66666667	4742600	1.00461426999624	0.346173939589331
1199.6398	"P16332"	"Methylmalonyl-CoA mutase, mitochondrial"	"Mut"	0	4580600	10268000	4949533.33333333	4580600	1.27960205634635	0.240740551779721
990.49569	"P02088"	"Hemoglobin subunit beta-1"	"Hbb-b1"	285720000	727390000	722370000	578493333.333333	722370000	2.91881591916254	0.00624378629555393
839.45012	"P47791"	"Glutathione reductase, mitochondrial"	"Gsr"	15188000	10750000	0	8646000	10750000	0.017114176225111	0.987543729793565
1472.7987	"Q9QYC0"	"Alpha-adducin"	"Add1"	0	3730200	5921000	3217066.66666667	3730200	1.63961046648027	0.120401090413133
1171.5298	"Q8BWF0"	"Succinate-semialdehyde dehydrogenase, mitochondrial"	"Aldh5a1"	0	2357400	3289900	1882433.33333333	2357400	1.2049918550698	0.248090607412333
1164.5411	"P48678"	"Prelamin-A/C;Lamin-A/C"	"Lmna"	14980000	16684000	26650000	19438000	16684000	3.10448256692852	0.00450546237334265
1218.5921	"P51881"	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	"Slc25a5"	47580000	32319000	42603000	40834000	42603000	1.79480937147861	0.0841700988431743
1204.5764	"P48962"	"ADP/ATP translocase 1"	"Slc25a4"	15099000	9655100	8853600	11202566.6666667	9655100	0.916289861532186	0.372310891318571
2203.999	"Q6PDQ2"	"Chromodomain-helicase-DNA-binding protein 4"	"Chd4"	5930100	2588400	4599900	4372800	4599900	1.72644407083977	0.108379196015232
805.44464	"Q9CQI6"	"Coactosin-like protein"	"Cotl1"	34301000	19226000	44968000	32831666.6666667	34301000	2.99156261764445	0.00534998310467011
2177.1368	"Q9D0I9"	"Arginine--tRNA ligase, cytoplasmic"	"Rars"	6428800	5561500	6195600	6061966.66666667	6195600	0.91224743147473	0.377052759367211
2014.9742	"P62874"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"	"Gnb1"	27795000	30805000	49064000	35888000	30805000	1.66517160156074	0.109905086718901
1138.5441	"Q9JHI5"	"Isovaleryl-CoA dehydrogenase, mitochondrial"	"Ivd"	19457000	2522600	6469600	9483066.66666667	6469600	1.3616701066327	0.207062145606966
1736.7649	"P54729"	"NEDD8 ultimate buster 1"	"Nub1"	2276200	621170	1105900	1334423.33333333	1105900	0.394619770026274	0.707632747917768
2395.0474	"P26039"	"Talin-1"	"Tln1"	10287000	5795500	0	5360833.33333333	5795500	0.539182229814272	0.61586499961199
1029.459	"Q8JZX4"	"Splicing factor 45"	"Rbm17"	0	1678000	2442400	1373466.66666667	1678000	1.58155848042474	0.147804340516759
1930.9418	"P62880"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"	"Gnb2"	39474000	16305000	40887000	32222000	39474000	1.73570532994358	0.103325670768572
1343.6002	"Q99KC8"	"von Willebrand factor A domain-containing protein 5A"	"Vwa5a"	7592700	6599200	3414500	5868800	6599200	2.4090448693283	0.0240673374695027
1323.6064	"Q62465"	"Synaptic vesicle membrane protein VAT-1 homolog"	"Vat1"	55694000	29776000	60721000	48730333.3333333	55694000	3.00980551741798	0.00506222916375433
1392.6278	"Q9DCL9"	"Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase"	"Paics"	8032100	8609800	15170000	10603966.6666667	8609800	1.61598003718368	0.125667180077324
1865.0233	"P14069"	"Protein S100-A6"	"S100a6"	0	111540000	183800000	98446666.6666667	111540000	1.62918693558415	0.211422362699642
1703.8454	"P97351"	"40S ribosomal protein S3a"	"Rps3a"	63468000	35313000	83555000	60778666.6666667	63468000	0.694244450918818	0.50249401894293
1209.4819	"Q3THK7"	"GMP synthase [glutamine-hydrolyzing]"	"Gmps"	7032400	5087600	11689000	7936333.33333333	7032400	0.4207928268015	0.683392527279208
1277.5922	"Q61595"	"Kinectin"	"Ktn1"	0	1181300	924320	701873.333333333	924320	1.28571432247168	0.210698349618692
1533.7709	"P19096"	"Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase"	"Fasn"	17381000	8447400	10634000	12154133.3333333	10634000	2.05538752124011	0.0573900424245396
2691.2493	"Q5SUR0"	"Phosphoribosylformylglycinamidine synthase"	"Pfas"	8326400	4504200	4751400	5860666.66666667	4751400	0.564849896536272	0.583033750442503
4520.0835	"Q9CYW4"	"Haloacid dehalogenase-like hydrolase domain-containing protein 3"	"Hdhd3"	3975400	3117700	0	2364366.66666667	3117700	0.208999738944513	0.843221549032469
1084.5335	"Q8VDN2"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"Atp1a1"	11548000	1698600	6674500	6640366.66666667	6674500	2.05280414898454	0.0699105363723583
1743.858	"Q9CXR1"	"Dehydrogenase/reductase SDR family member 7"	"Dhrs7"	0	5251900	3199800	2817233.33333333	3199800	0.34730649715416	0.742252812766312
1140.5121	"Q8BFZ9"	"Erlin-2"	"Erlin2"	7496600	4303100	3714100	5171266.66666667	4303100	0.113172135229435	0.913429577859728
1391.5801	"P26039"	"Talin-1"	"Tln1"	0	2624900	5000900	2541933.33333333	2624900	2.22189654162782	0.0365945214427764
1519.675	"P26039"	"Talin-1"	"Tln1"	14380000	7983600	994120	7785906.66666667	7983600	0.953336904956708	0.381352687767847
772.40792	"P48036"	"Annexin A5"	"Anxa5"	30138000	21470000	48721000	33443000	30138000	4.26663188217782	0.000136000188598554
900.50288	"P48036"	"Annexin A5"	"Anxa5"	43433000	5494800	16201000	21709600	16201000	3.91110932046526	0.00214816783707176
1137.5091	"Q91X78"	"Erlin-1"	"Erlin1"	4415500	982410	1754200	2384036.66666667	1754200	0.221895013953619	0.836375975142072
1664.8006	"P63024"	"Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2"	"Vamp3;Vamp2"	20261000	14514000	20883000	18552666.6666667	20261000	0.346988921903984	0.736873033714433
2687.298	"P54822"	"Adenylosuccinate lyase"	"Adsl"	0	4789400	8488800	4426066.66666667	4789400	0.608421353610074	0.589425088978388
921.3862	"Q6PEB6"	"MOB-like protein phocein"	"Mob4"	0	2144900	6067900	2737600	2144900	1.36223274368609	0.196286108352648
2025.9421	"P32020"	"Non-specific lipid-transfer protein"	"Scp2"	0	6481600	1381900	2621166.66666667	1381900	0.37828864852694	0.727087746482439
1244.4946	"Q78PY7"	"Staphylococcal nuclease domain-containing protein 1"	"Snd1"	6542900	4105400	7813900	6154066.66666667	6542900	1.89648239645357	0.0755073064823451
